id,images,name,description,grade,quantity,price,upload_date,purchase_date,sales_status,buyer_id,category_id,seller_id,origin_url
1,"https://img2.joongna.com/cafe-article-data/live/2025/02/19/1096414258/1739965268432_000_fiP7i_main.jpg,https://img2.joongna.com/cafe-article-data/live/2025/02/19/1096414258/1739965268432_001_v3K6V.jpg,https://img2.joongna.com/cafe-article-data/live/2025/02/19/1096414258/1739965268432_002_qsxFI.jpg",컨벤션 오븐 05,"
제빵용으로 업소용 오븐기이고
작동 잘 됩니디~  업종을 바꾸게 되어 팝니다
청소하시면서 사용 하셔야 해서  싸게 내놔요~ 
엘베 있고  오셔서 직접 가져가셔야 하세요~ 

남양주 삼패 입니다 

010- 육257-공삼44 번으로   자세한건 연락 주셔도 돼요~
 
 

",중고,1,900000,2025-02-19 20:41:01,,available,,1,,https://web.joongna.com/product/201886565
2,"https://img2.joongna.com/cafe-article-data/live/2024/09/30/1079177762/1727667647058_000_NpRLd_main.jpeg,/cafe-article-data/live/2024/09/30/1079177762/1727667647058_001_Voo3R.jpeg,/cafe-article-data/live/2024/09/30/1079177762/1727667647058_002_MTcc9.jpeg",컨벤션오븐 판매,"





베닉스컨벡션 오븐기 입니다. 구매년도는 22년도 이고 베이커리 자격증 준비때 써오다 23년 겨울부터 쓰지않고 두었습니다. 판매장소는 양주시이고 직거래 희망합니다.



 
 
 
",중고,1,800000,2024-09-30 12:40:41,,available,,1,,https://web.joongna.com/product/187134352
3,"https://img2.joongna.com/cafe-article-data/live/2024/07/10/1065693721/1720607023187_000_Ziaaf_main.jpg,https://img2.joongna.com/cafe-article-data/live/2024/07/10/1065693721/1720607023187_001_d8JmS.jpg,https://img2.joongna.com/cafe-article-data/live/2024/07/10/1065693721/1720607023187_002_cojCB.jpg",린나이 컨벤션오븐,"
 
 
 

5회정도 사용했습니다.
상태는 A급
21년식 전기식 10단입니다.
받침대+오븐밧드도 함께 드리겠습니다.

💢문의 1600-6557 💢
",중고,1,4500000,2024-07-10 19:23:28,,available,,1,,https://web.joongna.com/product/175939147
4,"https://img2.joongna.com/cafe-article-data/live/2024/10/05/1080115797/1728130563867_000_Fh22o_main.jpg,https://img2.joongna.com/cafe-article-data/live/2024/10/05/1080115797/1728130563867_001_EUsti.jpg,https://img2.joongna.com/cafe-article-data/live/2024/10/05/1080115797/1728130563867_002_f21aa.jpg,https://img2.joongna.com/cafe-article-data/live/2024/10/05/1080115797/1728130563867_003_XwZW5.jpg,https://img2.joongna.com/cafe-article-data/live/2024/10/05/1080115797/1728130563867_004_dC4DI.jpg",스팀컨벤션오븐,"
 
 
 
거래희망지역
보라매동
",중고,1,1000000,2024-10-05 21:15:51,,available,,1,,https://web.joongna.com/product/187940679
5,"https://img2.joongna.com/cafe-article-data/live/2024/11/15/1085615736/1731600699141_000_AoTDi_main.jpeg,/cafe-article-data/live/2024/11/15/1085615736/1731600699141_001_7Pcre.jpeg",뉴 럭센 컨벤션 오븐 46L 판매합니다,"





 
   
 
 


구성품은
본체1
브로일팬2
사각채반2
부스러기받침대1 입니다

자세한 스펙은 아래 링크 참고해 주세요

https://m.smartstore.naver.com/insencetime/products/8232956681?n_media=8753&n_query=%EB%89%B4%EB%9F%AD%EC%85%80&n_rank=1&n_ad_group=grp-a001-02-000000029926715&n_ad=nad-a001-02-000000235221219&n_campaign_type=2&n_mall_id=ncp_1oa56r_01&n_mall_pid=8232956681&n_ad_group_type=2

21년에 구입했고 몇 번 사용 후 다른 오븐 구입으로 집 안에 방치해두다 이제야 정리하네요
안쪽에 스크래치 및 사용감 당연 있습니다
전자제품이라 안양 호계동 근처에서 직거래 가능하신분으로 원합니다!
거래희망지역
호계1동
",중고,1,120000,2024-11-15 01:11:32,,available,,1,,https://web.joongna.com/product/192604433
6,"https://img2.joongna.com/cafe-article-data/live/2024/12/08/1088440872/1733633202966_000_PgnDD_main.jpg,/cafe-article-data/live/2024/12/08/1088440872/1733633202966_001_REb6e.jpg,/cafe-article-data/live/2024/12/08/1088440872/1733633202966_002_ywJJT.jpg",컨벤션 오븐 05,"





제빵용으로 업소용 소형 발효기이고요
작동 잘 됩니디~  업종을 바꾸게 되어 팝니다
청소하시면서 사용 하셔야 해서  싸게 내놔요~ 
엘베 있고  오셔서 직접 가져가셔야 하세요~ 

남양주 삼패 입니다 

010- 육257-공삼44 번으로   자세한건 연락 주셔도 돼요~
 
 

",중고,1,1500000,2024-12-08 13:46:13,,available,,1,,https://web.joongna.com/product/195007120
7,"https://img2.joongna.com/cafe-article-data/live/2024/10/30/1083582799/1730279723533_000_mq8Wb_main.jpg,https://img2.joongna.com/cafe-article-data/live/2024/10/30/1083582799/1730279723534_001_KofAY.jpg",업소용 eka 컨벤션 오븐 판매합니다,"
 
 
 
 


업소용 제과,  제빵용 오븐 판매합니다. 
스팀, 컨벤 다되는 모델이며 호수는 분실하여 따로 구매하셔야 합니다.
네고 가능합니다. 
매장 폐업으로 인해 정리합니다 
KF 423 D UD
에카오븐

220V / 209KW
온도 30~270도
팬사이즈 429*345
간격 74mm(4단)
38kg
590(W)*703(D)*600(H)

시간 온도 스팀시 중심부 온도설정
99개의 프로그램과 4가지의 요리 단계 설정
요리 및 새로운 프로그램 저장
스팀기능
거래희망지역
다산1동
",중고,1,550000,2024-10-30 18:14:55,,available,,1,,https://web.joongna.com/product/190859087
8,"https://img2.joongna.com/cafe-article-data/live/2024/04/08/1049853949/1712561522675_000_B5c3P_main.jpeg,/cafe-article-data/live/2024/04/08/1049853949/1712561522675_001_yIuEZ.jpeg",코스티모 컨벤션오븐 HSCO06E2,"





 
 
 
코스티모 6단 컨벤션 오븐

상태 좋습니다 

HSCO-06E2

문의 010 9240 3004
거래희망지역
선구동
",중고,1,4000000,2024-04-08 16:31:48,,available,,1,,https://web.joongna.com/product/162804091
9,"https://img2.joongna.com/cafe-article-data/live/2024/09/19/1077369557/1726734657722_000_nh3lJ_main.jpg,/cafe-article-data/live/2024/09/19/1077369557/1726734657722_001_lBEz8.jpg,/cafe-article-data/live/2024/09/19/1077369557/1726734657723_002_P2g6c.jpg",지에라컨벤션오븐,"





 
 
 

10회정도 사용으로 깨끗하고 상태 좋아요
베이킹 한참 관심있어 지에라에서 직접 구매했는데 취직해서 일하느라 제대로 사용도 못했어요  ㅠㅠ
카스테라3번 다쿠아즈 3번정도 머랭 굽고 파이만 두어번 했어요
베이킹 관심있으시거나 전문적으로 하실뿐 연락주세요
다이는 주문제작한거라 40정도 줬는데 하시는분께 25만원에 에눌드려요
거래희망지역
원천동
영통1동
",중고,1,1000000,2024-09-19 17:30:51,,available,,1,,https://web.joongna.com/product/185585974
10,"https://img2.joongna.com/media/original/2025/01/07/17362360795831yE_o5SF4.jpg,https://img2.joongna.com/media/original/2025/01/07/1736236079583Lgl_G1a5g.jpg,https://img2.joongna.com/media/original/2025/01/07/1736236079584Quf_WsDwd.jpg,https://img2.joongna.com/media/original/2025/01/07/1736236079584DP4_QPU8O.jpg,https://img2.joongna.com/media/original/2025/01/07/1736236079584JG6_pAtUB.jpg,https://img2.joongna.com/media/original/2025/01/07/1736236079585ICM_nehU7.jpg,https://img2.joongna.com/media/original/2025/01/07/1736236079585Ffj_9Mfhy.jpg,https://img2.joongna.com/media/original/2025/01/07/1736236079585QSx_jqIUw.jpg,https://img2.joongna.com/media/original/2025/01/07/17362360795855SJ_5VTaK.jpg",컨벤션 오븐 4단발효기 10단,"
PIRON 컨벡션 오븐 4단 / 한빛산업 발효기 HFHS-10 
오븐 2020년 제조 / 발효기 연식 모름

구성 : 오븐 + 발효기

타브랜드 10매 발효기의 경우 1,000,000원이 넘는 고가의 제품입니다 . 오븐 역시 2,000,000원 가까이 하는 경우로  세트로 1.300.000원이면 굉장히 저렴히 득템하시는거예요~
※ 판매가는 현금가이며 카드 혹은 계산서 요청시 부가세 별도발생합니다. 
※ 본제품은 출고일 기준 3개월 무상AS 가능한 제품입니다. (신품구입시 브랜드별1년~3년무상AS)
※ 수원,오산,동탄지역은 무료배송해드리며, 그외지역은 용달착불배송지역으로 차량이 진입하는 1층 문앞까지 배송됩니다.(배송비는 전화로 문의주세요)
※ 매장내부 설치요청시 용달기사1분 방문으로 추가요금 발생하며, 턱이 있거나 계단이 있을시 도움주실분 1분이 필요한점 양해부탁드리니다.
※ 제품이 들어갈 입구의 크기를 사전에 확인해 주세요. 
※ 판매가는 현금가이며 카드 혹은 계산서 요청시 부가세 별도발생합니다. 
※ 본제품은 출고일 기준 3개월 무상AS 가능한 제품입니다. (신품구입시 브랜드별1년~3년무상AS)
※ 수원,오산,동탄지역은 무료배송해드리며, 그외지역은 용달착불배송지역으로 차량이 진입하는 1층 문앞까지 배송됩니다.(배송비는 전화로 문의주세요)
※ 매장내부 설치요청시 용달기사1분 방문으로 추가요금 발생하며, 턱이 있거나 계단이 있을시 도움주실분 1분이 필요한점 양해부탁드리니다.
※ 제품이 들어갈 입구의 크기를 사전에 확인해 주세요.
거래희망지역
동탄6동
",중고,1,1200000,2025-01-07 16:50:23,,available,,1,,https://web.joongna.com/product/197919743
